Estágio,"Prós: Ótimos benefícios, dependendo do seu cargo você recebe uma excelente PL. As instalações do HQ são hiper modernas. Plano de Saúde e Odontológico. Contras: Pouco recurso técnico para trabalhos rotineiros. As vezes é melhor usar computador pessoal do que usar o computador da empresa, muito ruim essa experiência   ",0,Função não relacionada a área de TI
"Operador de Atendimento - Ex-funcionário, saiu em 2019","Prós: Ambiente descontraído, infraestrutura agradável, oportunidade de uma grande experiência, sempre havendo desafios, uma grande experiência na área de e-comerce Contras: Falta de benefícios tais como plr, vale refeição e/ou vale alimentação / cesta básica / bônus por merecimentos de metas batidas ou plano de carreira traçado   ",1,Função não relacionada a área de TI
Analista de Relacionamento Júnior,"Prós: Apoia a diversidade pois trabalhamos com todos os tipos de pessoas; Paga rigorosamente em dias; Como a empresa está em crescimento, é gerado um grande volume de oportunidades internas de crescimento. Contras: 1. A empresa é desorganizada, e isso parte da gerência que não compartilha com a operação as mudanças feitas constantemente. 2. WFM totalmente ineficiente, escalas prejudiciais aos agentes o que gera um alto absenteísmo. 3. Salários baixos para funções desgastantes. 4. Cargos novos para pessoas que são próximos das pessoas que realizam as seleções e participam de entrevistas. 5. As pessoas querem crescer de cargos, mas quando surgem as oportunidades, contratam pessoas fora do mercado, dificultando o dia a dia de quem está dentro do processo e assim desestimulando o crescimento das pessoas que se esforçam. Conselhos para presidência: Pensem nos agentes como seres humanos e pessoas que precisam viver bem, estar saudáveis. Se a gerência folgasse as terças e quintas (como toda operação) acredito que não estariam satisfeitos também.   ",0,Função não relacionada a área de TI
"Cobrança - Ex-funcionário, saiu em 2015","Prós: Empresa procura tratar bem a sua equipe e os funcionarios da linha de frente. Liberdade de trabalho, horários flexíveis, excelente pacote de benefícios como alimentação, seguro saúde, seguro de vida e descontos nas empresas conveniadas. Exige alta performance dos funcionários mas possui recompensa em forma de PLR e, para os executivos o bônus anual. Contras: Falta de estabilidade e transparência. Corte geral não avisado. Reuniões não avisadas antecipadamente. Gestão fraca em alguns pontos. Mapeamento errado. processo precisam melhorar.   ",1,Função não relacionada a área de TI
Analista Jr,"Prós: Benefícios e parcerias com outras empresas, principalmente as escolas e universidades, que permitem um aprimoramento das habilidades dos funcionários Contras: Diversidade só no discurso e muita demora para ascensão na carreira, além de um ambiente estressante e muito competitivo entre os funcionários   ",0,Função não relacionada a área de TI
Coordenador,"Prós: É uma empresa grande com muitos clientes importantes e que, dependendo do gerente, é possível ter um plano de carreira com todo suporte necessário para construir uma carreira sólida Contras: Às vezes temos a impressão de que os departamentos não se conversam e os processos internos são muito morosos ou não claros. Seria interessante ter um portal de processos para que qualquer colaborador pudesse saber o que fazer e com quem falar. Conselhos para presidência: Olhar mais para os seus colaboradores e reconhecer o trabalho que eles têm feito, em especial nos clientes   ",0,Função não relacionada a área de TI
Estagiário em Engenharia,"Prós: Flexibilidade, dinâmica e eventos para funcionários. Ótimos benefícios de plano de saúde, vale alimentação e transporte. Bom trabalho em equipe Contras: Pouca possibilidade de crescimento. Estagiários são treinados por dois anos sem a menor possibilidade de contratação. Muito competição e pessoas querendo passar por cima de outras   ",0,Função não relacionada a área de TI
Consultor de Negócios Júnior,"Prós: Reconhece o valor de seus funcionários . Ótimos benefícios Gestores estão preocupados com a qualidade de vida dos funcionários Trabalha com métodos ágeis Contras: Precisa buscar alocar os programadores em suas áreas de interesse, é comum ver um programador C# programando em VB6. Isso desmotiva o funcionário. Conselhos para presidência: Façam investimento em hardware. Nenhum programador tem máquinas tão ruins em suas casas.   ",0,Função não relacionada a área de TI
"Atendente de Relacionamento Júnior - Ex-funcionário, saiu em 2018","Prós: Cultura organizacional positiva, parceiros de trabalhos legais, benefícios e convênios da empresa são bacanas, supervisores acessíveis e bom ambiente. Contras: A rotatividade de horários é muito grande, não da pra você se planejar por mais de 2 meses. Salario baixo, empresa muito longe de qualquer ponto da cidade.   ",1,Função não relacionada a área de TI
Analista Funcional,"Prós: Os benefícios são bons - trabalho em uma terceirizada, ganho VR, VA, plano de saúde e seguro de vida. Acredito que em termos de salário e benefícios, é uma boa empresa se você ficar num cliente grande, como Petrobras. Contras: Como terceirizada, poderia melhorar dando mais apoio aos funcionários externos. Os prepostos trabalham como meros contatos da Sonda dentro da empresa para qual prestamos serviços, eles não coordenam nem sabem o que fazemos. Conselhos para presidência: Os prepostos precisam ser mais ativos, na terceirização para grandes empresas. É necessário que eles sejam mais coordenadores que meros ""contatos"" dentro da empresa   ",0,Função não relacionada a área de TI
"Supervisor - Ex-funcionário, saiu em 2014","Prós: Ambiente amigável, boas oportunidades de aprendizagem. Os superiores imediatos das operações não cobram tanto, apesar das metas estabelecidas. Contras: Baixa valorização do profissional (financeiramente). Até oferece plano de carreira, mas com pouco retorno e, por muitas vezes, o título do colaborador não corresponde às atividades executadas.   ",1,Função não relacionada a área de TI
Estagiário,"Prós: Benefícios de transportes para cidades próximas; Bom entendimento das gerências para com as suas necessidades de estudos; eventos internos constantes para apresentar novos produtos e áreas da empresa; política de ""abertura"" para dialogar e procurar desenvolvimento com profissionais de diferentes áreas. Contras: Atividades de feedback, avaliação e reconhecimento do trabalho do colaborador não muito claras. Apesar de a empresa incentivar em sua estrutura um fácil diálogo de colaboradores entre diferentes áreas, muitos colaboradores não são abertos ao diálogo e troca de ensinamentos. Conselhos para presidência: Melhor padronização de avaliação de desempenho e crescimento profissional.   ",0,Função não relacionada a área de TI
"Gerente de Relacionamento - Ex-funcionário, saiu em 2018","Prós: Ambiente de trabalho saudável. Pessoas incríveis e empenhadas. Teve grande crescimento nos últimos anos e proporcionou reconhecimento a muitos dos antigos funcionários. Contras: Não vejo algo de forma negativa, em comparação a outras empresas que trabalhei. Talvez houvesse algum erro no gerenciamento dos líderes, na época que trabalhei.   ",1,Função não relacionada a área de TI
" - Ex-funcionário, saiu em 2018","Prós: Remuneração acima do mercado. Acesso a treinamentos de alto nível. Ferramentas de trabalho são de última geração. Alto nível de conhecimento na prática de negócios e tecnologia. Permite trabalhar em diversas indústrias e ter vivência em experiências de negócios distintos Contras: Prepare-se para competição que muitas vezes não é saudável. Falta de direção entre áreas que fazem as mesmas coisas com único objetivo de aparecer na foto. A alta liderança precisa ser renovada já pois se diz atual mas pratica ainda o mesmo que 10 anos atrás. Se diz com foco no cliente mas não escuta na maioria das vezes. Conselhos para presidência: Um líder numa empresa em transformação não fica sentado na mesa. Adote a prática de cada dia ficar numa área participando de forma construtiva do seu dia a dia""",1,Função não especificada
Analista de Processos Sênior,"Prós: Empresa aberta a novas ideias independentemente do nível hierárquico que você ocupa. Preocupa-se com o bem-estar de seus funcionários, tem políticas de trabalho flexível e home office. Contras: Deixa a desejar no âmbito de algumas lideranças, segue um modelo bastante tradicional ainda, o que deixa a empresa um tanto quanto engessada. Muitos processos burocráticos, demora no tempo de desenvolvimento de carreira.   ",0,Função não relacionada a área de TI
"Analista Pleno - Ex-funcionário, saiu em 2018","Prós: Salário até acima da media, benefícios espetaculares, ótima localização, RH funciona muito bem empresa dos sonhos para se trabalhar, oferece cursos e certificações Contras: Algumas panelinhas mas isso é normal em qualquer grande empresa, ate o momento com 6 meses de empresa não tenho pontos negativos a apontar.   ",1,Função não relacionada a área de TI
Executivo de Contas Sênior,"Prós: Gestão e processos definidos. Empresa presa pelos processos, não deixando de lado a questão ética e moral. Funcionário realmente tem desenvolvimento profissional. Contras: Custo com Veiculo. Em relação ao mercado empresa remunera apenas o suficiente para zerar as despesas com o automóvel. Na minha opinião é único item que poderiam melhorar.   ",0,Função não relacionada a área de TI
" - Ex-funcionário, saiu em 2019","Prós: Como principais pontos positivos da Claro Brasil podemos destacar os benefícios oferecidos pela empresa, infraestrutura organizacional e insentivo ao auto desenvolvimento. Contras: Como pontos negativos da Claro Brasil, podemos destacar o programa de desenvolvimento de Carreira ou plano de carreira, critérios e processos não são claros e objetivos.   ",1,Função não especificada
Gerente de Produtos,"Prós: Reconhecimento, chances de crescimento e boa remuneração. A empresa tem a cultura de valorizar quem está na Companhia e isso cria uma satisfação muito grande. Contras: Os benefícios são bons, mas poderiam ser melhores. Poderia haver um estudo profundo para que essa questão fosse sanada. No mais, é uma ótima empresa.   ",0,Função não relacionada a área de TI
Especialista,"Prós: Empresa dinâmica e com bom ambiente, salários e benefícios de acordo com o mercado, além de treinamentos para desenvolvimento. Local de trabalho próximo a estação e pontos de ônibus Contras: Situação econômica da empresa instável, fazendo com que investimentos da empresa e aumento de salário dos colabores seja menos frequente. Vr para estagiário possui um valor menor, não cobre o mês   ",0,Função não relacionada a área de TI
Assistente,"Prós: Estrutura, benefícios. Empresa muito boa para se trabalhar, super inclusiva, oferece diversos treinamentos. Plano de carreira e gestão que atendem as espectativas do funcionário Contras: Poucas chances de promoção, salários baixos em BPS e algumas gerências despreparadas são pontos que incomodam diversos funcionários. Poderia melhorar o vale refeição. Conselhos para presidência: Observar melhor a estruturação de processos em cadeia para uma operação mais efetiva.   ",0,Função não relacionada a área de TI
IT Specialist,"Prós: O conhecimento agregado pelos seniors como pelos cursos disponibilizados valem a pena, porem dependendo da rotina de trabalho so não disponibilizam tempo pra issk Contras: Politicas inclusivas é puro marketing, seguido por apenas um grupo, maior parte do RH, mas não existem politicas internas que garantem tais politicas no dia a dia da empresa como um todo. Os próprios eventos dos grupos de inclusão são poucos divulgados. Além disso salario abaixo do mercado e plano de saúde por co-participação (uma parte do valor do serviço acionado do plano vai ser descontado direto da folha de pagamento e quando der na telha deles) Aqui você é sim so mais um Conselhos para presidência: Garanta que as politicas que vocês divulgam estão mesmo aplicadas no dia a dia   ",0,Função não relacionada a área de TI
"Assistente Administrativo - Ex-funcionário, saiu em 2017","Prós: Valoriza o colaborador com muitos benefícios e é uma empresa que dita padrão de mercado, tendencias e etc, também fornece uma grande oportunidade de dezenvolvimento Contras: Apenas algumas burocracias incomodam um pouco, poderia ser mais dinâmica com alguns processos, porém dar para entender que seja assim pelo tamanho da empresa   ",1,Função não relacionada a área de TI
"Diretor - Ex-funcionário, saiu em 2014","Prós: Uma empresa ótima para se trabalhar, com grande crescimento... tendo culturas, responsabilidades sociais e uma qualidade organizacional muito boa. Contras: No meu ponto de vista não tem pontos negativos, pois é uma empresa ótima para se trabalhar, e com possivel crescimento, basta o seu querer...   ",1,Função não relacionada a área de TI
"Analista - Ex-funcionário, saiu em 2018","Prós: Liberdade de horários, benefícios, empresa se preocupa com o bem estar dos colaboradores em viagens e deslocamentos, empresa moderna e conceituada. Contras: Salário abaixo do mercado e gestores que não reconhecem o trabalho dos subordinados, com isso muitas vezes seu trabalho não é visto ou não é recebe o crédito que deveria Conselhos para presidência: Criar uma política de reconhecimento para os funcionários e que isso não fique sob a responsabilidade dos gerentes de departamento   ",1,Função não relacionada a área de TI
Gerente,"Prós: A cultura da Oracle (Face the truth) é colocada no dia dia. Isto algumas vezes pode ser considerado agressivo, mas torna a empresa bastante franca. O grande porte auxilia na geração de negócios devido a abrangência das soluções e quantidade de referências. Contras: A agressividade comercial muitas vezes limita a criatividade dos empregados. Leva-se ao pé da letra que você vive por quarters na empresa. Desta forma, negócios que levam mais tempo, nem sempre quem colhe os frutos é de quem plantou.   ",0,Função não relacionada a área de TI
Analista de Testes Júnior,"Prós: Benefícios, vale refeição, convênio médico. Colegas de trabalho. Pagamento é feito na data certa, não havendo atrasos. não há muito o que falar, pois trabalho alocado e nao propriamente na empresa Contras: Ambiente de trabalho, por trabalhar alocado em cliente, o local não é agradável, onde não tem segurança, não tem aguá potável, não é fornecido nenhum recurso para os funcionários. Conselhos para presidência: Maior comunicação com os colaboradores alocados   ",0,Função não relacionada a área de TI
Engenheiro,"Prós: Empresa excelente, valorização do profissional sempre. Lugar onde as pessoas são desenvolvidas e valorizadas Melhor empresa que trabalhei Orgulho de ter feito parte dessa empresa Contras: A empresa devia ter se modernizado mais, criado estratégias para as novas tecnologias. Ter um planejamento a longo prazo, porem, não deixa de ser excelente ",0,Função não relacionada a área de TI
Funcionário,"Prós: É uma empresa com ambiente jovem, dinâmico em que é possível fazer mais que colegas. Os benefícios, remuneração, horário flexível são grande vantagem. Contras: O mundo de telecom e a empresa em si são muito agressivos e portanto tendem a sobrecarregar determinadas funções, assim estamos sempre com prazos apertados e a pressão é grande.   ",0,Função não relacionada a área de TI
Estagiário,"Prós: Salário acima do normal comparado as outas empresas de call center. Possibilidade de trabalhar dentro das empresas dos clientes, dando a possibilidade de crescimento. Contras: Pressão exagerada e mercado predatório. Desrespeito com os funcionarios e pouquissima liberdade para se trabalhar, é praticamente tudo bloqueado. Conselhos para presidência: Acreditem mais em seus funcionarios.   ",0,Função não relacionada a área de TI
"Consultora - Ex-funcionário, saiu em 2013","Prós: Infraestrutura de trabalho que permite que o colaborador após atender alguns requisitos tem a liberalidade de trabalhar em home office durante uma vez por semana. Contras: Numero muito grande de departamentos que dificulta o transito agil dos temas quando estes não estão no radar do core business da companhia. Isso gera no time uma percepção de muita burocracia para as coisas acontecerem. Conselhos para presidência: Agilidade no tramite esntre os departamentos""",1,Função não relacionada a área de TI
Analista de Serviços Técnicos Pleno,"Prós: Bom ambiente de trabalho, participação nos lucros (PL) e benefícios razoáveis. Faz parte de um grande grupo, com empresas conceituadas, do qual tenho orgulho em pertencer. Contras: Poderia cuidar melhor do recursos humanos que possui. Salários congelados a mais de 5 anos, os benefícios vem reduzindo com o tempo. Não tem plano de carreira.   ",0,Função não relacionada a área de TI
Coordenador Comercial,"Prós: Se souber negociar bem pode obter um bom salário. Convênio com desconto para funcionários nas lojas americanas, pontualidade no pagamento de salário Contras: Excesso de trabalho, gerência autoritária. Falta de reconhecimento ao colaborador. RH totalmente despreparado atraso e erros nos pagamentos de 13, férias e plantões. Não tem incentivo de cursos, certificações e afins Conselhos para presidência: Maior reconhecimento aos colaboradores, maior atenção do RH aos colaboradores, menos burocracias e hierarquia dos gestores com colaboradores, pagamneto de Bônus seria um diferencial.   ",0,Função não relacionada a área de TI
Consultor de Marketing,"Prós: foi uma boa empresa , tinha uma qualidade legal, tinha um modelo de gestao bom, mas investiu muito de forma errada em marketing de transformação da marca Contras: esta com muitas dividas no mercado, area comercial esta acabando perde muito em coberturas para as operadoras concorrentes , perdeu om radio e não consegui se sustentar   ",0,Função não relacionada a área de TI
"Analista de Benefícios Pleno - Ex-funcionário, saiu em 2018","Prós: As oportunidades de aprendizado são muitas. Como primeiro emprego na área de TI é bacana devido a bagagem que você adquire e em geral conhecimento é sempre importante. Contras: Infelizmente não é uma empresa onde o funcionário é reconhecido, não há um plano de carreira e nem um acompanhamento do RH quanto a isso. Deve-se negociar salario e/ou benefícios antes de ser contratado, depois não terá ajustes ou aumentos. Apenas o que o dissidio do sindicato obriga. Não há equiparação salarial, salario totalmente abaixo do que o mercado oferece e quando é pedido um aumento, o colocam no seu beneficio (VA ou VR) porem nas férias este valor não é recebido. Dificuldade de receber aumento quando sua função é alterada. Gestores despreparados, o que aumenta o favoritismo e falta de comprometimento com os funcionários realmente dedicados. Plano de saúde ruim e com contribuição alta. Máquinas defasadas e sem perspectiva de renovação. A cultura da empresa é o foco nas vendas a todo e qualquer custo, não se preocupam com a qualidade da entrega, apenas para conseguir o cliente.   ",1,Função não relacionada a área de TI
Analista de Desenvolvimento Júnior,"Prós: Convênio médico e vidalink são os benefícios melhores da empresa e não descontam no salário. A melhor vivencia na empresa passa muito pela gestão do gerente. Contras: GBS tem uma estrutura muito pesada, o q dificulta promoções. Muitos processos que fazem com que os analistas percam muito tempo preechendo, tempo esse que não temos no dia a dia. Carga horária de 44 horas semanais.   ",0,Função não relacionada a área de TI
Atendente,"Prós: Empresa honesta e que da oportunidade de crescimento tem vale alimentação paga em dia tem como vc expor suas ideias e objetivo mais depende muito do projeto Contras: Melhorar a comissão melhorar os treilamentos gerar mais conhecimentos sobre os projetos capacitar mais os analista diminuir o valor do convenio""",0,Função não relacionada a área de TI
Analista Funcional Sênior,"Prós: refeitório dentro da empresa, grande porte, não atrasa salario nem benefícios, possui fretado. Contras: difícil crescimento interno, atualização de carteira, aprovação de cargo e salario feito e aprovado (quase nunca é aprovado) pelo Chile. Conselhos para presidência: Acredito que deveria ter uma sede responsável no Brasil para o melhor desempenho e agilidade em processos internos   ",0,Função não relacionada a área de TI
"Operador de Soluções ao Cliente III - Ex-funcionário, saiu em 2016","Prós: Inclusão de pessoas com deficiência, lgbt e valorização de mulheres na empresa. Trabalho em grupo incentivado, como pair programming. Máquinas de café gratuito. Contras: Plano de carreira não é muito bem valorizado. Para subir na carreira demora muitos anos e tem pouco incentivo de bônus quanto ao atingimento de metas de trabalho.   ",1,Função não relacionada a área de TI
Estagiário Superior,"Prós: O ambiente é descontraido e as pessoas são acessíveis, dando oportunidade de contato com os mais diversos cargos e niveis e também de aprendizagem. Contras: Para crescer dentro da empresa, é necessário subir um nivel de cada vez, o que muitas vezes faz com que pessoas competentes e capacitadas não possam se candidatar a algumas vagas.   ",0,Função não relacionada a área de TI
"Estagiário - Ex-funcionário, saiu em 2017","Prós: Estrutura física bacana, bons equipamentos para trabalhar, banco de horas, assistência médica, ambulatório médico, próxima a transportes públicos, pagam tudo direito. Contras: Gestão burocrática e autoritária ainda com indicados do fundador da empresa, pessoas sem noção de gestão de pessoas,mesquinhos e melindrosos, muita política, estrutura hierárquica rígida, não há sinergia entre as áreas, como adquiriram diversas pequenas empresas, é tudo muito confuso, o clima no geral é impessoal e distante, sem empatia, sem alegria, home office é ofensa, muita rotatividade (turnover), o vale refeição é muito baixo para a região, café só se vc pagar, não tem adiantamento, não tem PLR, sem perspectivas de carreira Conselhos para presidência: Renovar os gestores, adotar métodos mais modernos de trabalho e gestão, como home office, por exemplo.. Adequar o valor do vale-refeição ao bairro, pelo menos 30.00, menos e mais líderes de equipe, mais autonomia aos funcionários e promover interação entre as equipes   ",1,Função não relacionada a área de TI
Business Development,"Prós: Salário acima da media e beneficios também. Boa empresa pra se ganhar dinheiro. Horários não são flexíveis. Empresa bem conceituada no mercado e com certeza agrega muito ao CV Contras: Gestões totalmente descentralizadas e sem direcionamento. É como se cada área fosse uma pequena empresa dentro de uma outra, com propósitos e metas distintas, a consequência disto é desastrosa e com pouco efeito produtivo.   ",0,Função não relacionada a área de TI
"Estagiário - Ex-funcionário, saiu em 2017","Prós: Comunicação por parte dos líderes globais e regionais é feita semanalmente, metas descritas com clareza e objetividade para todos os funcionários. Contras: Burocracia para conseguir auxílio para estudos e atualização, pois depende de muitos fatores e não foram esclarecidos no momento da contratação. Plano de carreira também precisa de uma atenção maior para com todos os níveis de funcionários. Conselhos para presidência: Poderíamos promover mais momentos de interação entre os funcionários (todos os níveis)   ",1,Função não relacionada a área de TI
Consultor de Negócios Il,"Prós: Uma boa empresa, boas remunerações, ótimo clima organizacional e infraestrutura agradável, plano de carreira e participação de projetos sociais e voluntários. Uma empresa nota 10. Contras: Tenho pouco a falar sobre pontos negativos mas como toda empresa os pontos negativos são: falta de automação em alguns processos e falta de gestão qualificada.   ",0,Função não relacionada a área de TI
Analista de Processos Pleno,"Prós: Ótimo ambiente de trabalho Ambiente saudável e equilibrado, com baixa pressão e grande liberdade para desenvolver seu trabalho. Oportunidade de se trabalhar com novas tecnologias e soluções de grande escala, sendo permitido que sejam propostas soluções inovadoras. O escritório é bem localizado. Contras: Como a empresa está crescendo muito e muito rápido acredito que algumas contratações não estejam sendo feitas de uma forma muito legal, agora tem muitos funcionários um pouco desqualificados   ",0,Função não relacionada a área de TI
"Estagiário - Ex-funcionário, saiu em 2018","Prós: A melhor empresa que já trabalhei. Organização, Processos estruturados. Tive um grande crescimento profissional através da Tim. Tenho muito orgulho de ter feito parte deste time. Contras: Não tenho nada a reclamar, apenas agradecer pela ótima experiência em trabalhar em uma empresa desse porte, e vivenciar a família Tim. Amei!   ",1,Função não relacionada a área de TI
Analista Sênior,"Prós: Empresa com oportunidade de crescimento e aprendizado, além do fácil acesso às camadas gerenciais e executivas da empresa, eliminando barreiras desnecessárias para foco nas entregas das soluções. Contras: Busca acelerar a adequação estrutura de produtos e inovação para entrega de soluções diferenciadas com foco na melhor experiencia para o cliente.   ",0,Função não relacionada a área de TI
"Assistente Administrativo - Ex-funcionário, saiu em 2017","Prós: Facilidade de crescimento. Boa remuneração. Tecnologia. Pessoas com vontade de trabalhar. Boa localização. Pessoas engajadas. Ambiente descontraído. Contras: Vale refeição é baixíssimo. Menos de 5 reais por dia. Desconto de passagem de 6% em cima do salário bruto. Não há janelas no escritório de tecnologia. Conselhos para presidência: Continuem cuidando das pessoas. Elas fazem o negócio e precisam de motivação para trabalhar nos fds e madrugadas durante períodos de muitas vendas.""",1,Função não relacionada a área de TI
"Assessor Comercial II - Ex-funcionário, saiu em 2018","Prós: Ambiente moderno e novo, benefícios, tecnologia, flexibilidade de horário, boa comunicação via intranet, ótima estrutura das salas de reunião. Contras: Falta de investimento no colaborator quanto a treinamentos, cobrança excessiva ocasionando muito stress, acumulo de funções devido aos cortes ocorridos.   ",1,Função não relacionada a área de TI
Analista SAP SD Sênior,"Prós: Benefícios como Ticket Refeição, Plano de saúde, Plano de academia, Oportunidade de trabalhar em outros projetos dentro da própria empresa. Plano de carreira bem definido. Contras: Carga excessiva de trabalho, muitas cobranças, líderes com pouco conhecimento do negócio/tecnologia. Liderança só pensa em números, não se importa com a qualidade do produto.   ",0,Função não relacionada a área de TI
Arquiteto de Soluções II,"Prós: Bons benefícios que precisam ser atualizados, mas ainda acima da média de muitas empresas. Status, ser um IBMer ainda é pra poucos. Salário na média do mercado. Contras: MUITA burocracia no papel, na hora do grito tudo some e você fica exposto. Gerentes demais, diretores demais, account teams demais e braço de menos. Não adianta ficar propagando que é a empresa dos métodos e do AI e do Agile e no dia a dia passar longe disso. Conselhos para presidência: Ouçam quem gera receita. Priorizem o cliente, está insuportável trabalhar 90% pra IBM e o resto pro cliente.   ",0,Função não relacionada a área de TI
"Analista de Desenvolvimento Júnior - Ex-funcionário, saiu em 2018","Prós: Ambiente amistoso e descontraído. Ótima oportunidade para aprendizado na área de tecnologia. Espírito de equipe sempre prevalece, o que facilita a integração entre os funcionários. Contras: Certa limitação para crescimento profissional. O reconhecimento muitas vezes não é feito por meritocracia, o que acaba desistindo os colaboradores.   ",1,Função não relacionada a área de TI
Analista de Help Desk,"Prós: Salário em dia, Plano de saúde estendido a filhos e esposa, plano dental. Contras: Empresa bagunçada! Os sistemas internos para divulgação de vagas é inutilizado, no Rio de Janeiro, as vagas são postadas no linkedin. As estruturas mudam, porém não se replica nos sistemas. A empresa ""promove"" os funcionários nas funções exercidas porém a remuneração permanece na faixa da função anterior. Os gerentes assumem e deixam de assumir papeis e os clientes não são formalmente informados.   ",0,Função não relacionada a área de TI
Funcionário,"Prós: Benefícios como vale refeição e convênio médico e dental são os únicos pontos que motivam e proporciona um diferencial a empresa mas é só isso mesmo Contras: Remuneração injusta, falta de suporte, falta de treinamento, falta de reconhecimento e perspectiva de crescimento, nosso trabalho se resume sem dar voltas no mesmo lugar. Não vamos pra frente nem para trás Conselhos para presidência: Reconheçam e remunerem melhor seus funcionários, proporcionem treinamentos e planos de carreira, proporcionem melhores ferramentas para soluçao de problemas   ",0,Função não relacionada a área de TI
